property_id,policy_id,year_built,construction,area_sqm,floors,has_alarm,replacement_cost,location_type,sprinkler_grade,building_value,contents_value
H-003367,P-003367,1997.0,brick,60.0,3.0,False,68222.55,,,,
C-003368,P-003368,,,,,,,office,C,901371.24,2062398.59
H-003370,P-003370,1970.0,concrete,211.0,1.0,False,151503.47,,,,
H-003373,P-003373,2004.0,brick,168.0,3.0,True,115304.47,,,,
C-003375,P-003375,,,,,,,office,B,4398820.12,493736.35
H-003382,P-003382,1973.0,brick,115.0,2.0,True,128879.54,,,,
H-003384,P-003384,1996.0,concrete,154.0,1.0,True,134691.74,,,,
C-003386,P-003386,,,,,,,retail,B,1996661.08,1562742.29
H-003387,P-003387,2003.0,brick,114.0,1.0,False,95989.87,,,,
H-003389,P-003389,2000.0,concrete,137.0,1.0,False,111747.95,,,,
H-003393,P-003393,1992.0,concrete,141.0,2.0,True,120374.6,,,,
H-003395,P-003395,2022.0,concrete,40.0,1.0,True,38496.7,,,,
H-003396,P-003396,1973.0,concrete,174.0,2.0,False,168282.49,,,,
C-003399,P-003399,,,,,,,retail,B,2842334.81,1260751.26
H-003400,P-003400,1973.0,brick,134.0,1.0,False,76432.71,,,,
H-003403,P-003403,1973.0,brick,144.0,3.0,False,138284.36,,,,
H-003404,P-003404,1980.0,concrete,129.0,3.0,False,93891.49,,,,
H-003410,P-003410,2018.0,concrete,42.0,3.0,True,36902.21,,,,
H-003411,P-003411,2008.0,brick,132.0,1.0,False,104082.57,,,,
H-003413,P-003413,2016.0,brick,102.0,1.0,False,105825.66,,,,
H-003414,P-003414,1972.0,concrete,57.0,1.0,False,43072.01,,,,
H-003415,P-003415,2016.0,brick,132.0,3.0,False,136669.72,,,,
H-003416,P-003416,1996.0,wood,164.0,1.0,False,136743.64,,,,
H-003420,P-003420,1990.0,concrete,106.0,2.0,False,131245.14,,,,
H-003421,P-003421,1995.0,brick,131.0,2.0,False,115380.85,,,,
H-003425,P-003425,1976.0,brick,103.0,2.0,True,86672.96,,,,
H-003426,P-003426,2004.0,concrete,113.0,1.0,False,121403.81,,,,
C-003430,P-003430,,,,,,,warehouse,C,383620.88,1500782.57
H-003432,P-003432,2017.0,concrete,115.0,3.0,False,107477.4,,,,
C-003435,P-003435,,,,,,,office,B,2476196.06,567128.33
H-003438,P-003438,2021.0,brick,42.0,1.0,True,36806.63,,,,
H-003441,P-003441,1965.0,concrete,91.0,1.0,True,76330.44,,,,
H-003443,P-003443,1977.0,brick,97.0,2.0,True,94499.7,,,,
C-003446,P-003446,,,,,,,warehouse,B,2999886.0,807297.33
H-003450,P-003450,2018.0,concrete,61.0,1.0,True,57513.31,,,,
H-003455,P-003455,1995.0,concrete,41.0,1.0,False,33558.28,,,,
H-003456,P-003456,1982.0,brick,100.0,2.0,True,82825.95,,,,
H-003459,P-003459,1972.0,brick,43.0,1.0,True,40875.08,,,,
C-003460,P-003460,,,,,,,office,None,3749285.48,616847.21
H-003466,P-003466,2011.0,brick,106.0,1.0,False,98057.77,,,,
H-003472,P-003472,1973.0,brick,40.0,2.0,True,44420.82,,,,
H-003477,P-003477,1968.0,concrete,73.0,1.0,False,55746.89,,,,
H-003479,P-003479,2003.0,concrete,186.0,1.0,True,186458.06,,,,
H-003485,P-003485,2000.0,concrete,107.0,1.0,True,102876.0,,,,
H-003486,P-003486,1975.0,brick,105.0,1.0,True,103584.12,,,,
H-003487,P-003487,1998.0,brick,95.0,1.0,True,66923.81,,,,
C-003489,P-003489,,,,,,,factory,B,4354717.13,862541.03
C-003490,P-003490,,,,,,,warehouse,C,1780334.22,433091.41
H-003491,P-003491,1991.0,concrete,141.0,3.0,True,140879.57,,,,
H-003494,P-003494,1968.0,brick,74.0,2.0,True,79867.69,,,,
H-003497,P-003497,2018.0,wood,153.0,1.0,False,137652.73,,,,
H-003499,P-003499,2014.0,brick,165.0,2.0,False,152904.69,,,,
H-003510,P-003510,1965.0,brick,106.0,3.0,True,100711.45,,,,
C-003511,P-003511,,,,,,,office,B,1121283.93,1204674.38
C-003513,P-003513,,,,,,,warehouse,B,4185104.23,948847.45
C-003515,P-003515,,,,,,,warehouse,None,2124752.07,1946390.45
H-003518,P-003518,1982.0,brick,40.0,3.0,True,47160.06,,,,
H-003520,P-003520,1984.0,brick,125.0,2.0,False,124155.06,,,,
H-003528,P-003528,1990.0,brick,87.0,1.0,True,58624.69,,,,
H-003536,P-003536,1994.0,concrete,134.0,3.0,False,173293.12,,,,
H-003537,P-003537,1981.0,concrete,112.0,2.0,True,98489.53,,,,
H-003540,P-003540,2018.0,concrete,123.0,2.0,False,107767.87,,,,
C-003541,P-003541,,,,,,,warehouse,A,2598844.29,1301417.01
H-003543,P-003543,1975.0,brick,186.0,2.0,True,207119.86,,,,
H-003552,P-003552,1972.0,concrete,71.0,2.0,True,76801.24,,,,
H-003558,P-003558,2022.0,brick,140.0,1.0,False,149874.88,,,,
H-003559,P-003559,2018.0,concrete,109.0,1.0,True,79425.68,,,,
H-003560,P-003560,1993.0,brick,132.0,2.0,True,129405.84,,,,
C-003569,P-003569,,,,,,,office,B,2778646.76,2075650.48
H-003572,P-003572,1993.0,brick,51.0,1.0,True,36778.91,,,,
H-003573,P-003573,1998.0,brick,45.0,1.0,True,35391.97,,,,
H-003576,P-003576,2002.0,brick,95.0,2.0,True,80367.5,,,,
H-003578,P-003578,2022.0,concrete,53.0,1.0,False,49264.9,,,,
H-003579,P-003579,2003.0,brick,98.0,1.0,False,87850.12,,,,
H-003580,P-003580,2001.0,concrete,89.0,1.0,True,88258.86,,,,
C-003584,P-003584,,,,,,,warehouse,A,4116133.37,1458483.47
H-003585,P-003585,1973.0,concrete,90.0,3.0,True,82588.05,,,,
H-003591,P-003591,2012.0,brick,98.0,2.0,True,79205.86,,,,
H-003593,P-003593,2000.0,brick,118.0,1.0,True,124180.68,,,,
H-003594,P-003594,1993.0,concrete,105.0,2.0,False,112245.27,,,,
H-003595,P-003595,1990.0,brick,70.0,1.0,False,44670.57,,,,
C-003597,P-003597,,,,,,,warehouse,A,2109702.59,1571965.95
C-003599,P-003599,,,,,,,retail,C,3631051.49,506760.99
H-003602,P-003602,2003.0,brick,138.0,2.0,False,107313.87,,,,
H-003605,P-003605,1967.0,brick,97.0,3.0,False,80274.79,,,,
H-003606,P-003606,1968.0,brick,103.0,2.0,True,116121.11,,,,
H-003607,P-003607,1981.0,brick,116.0,1.0,True,119819.02,,,,
H-003608,P-003608,2014.0,concrete,41.0,1.0,True,33449.96,,,,
H-003609,P-003609,1978.0,brick,59.0,1.0,True,59219.12,,,,
C-003610,P-003610,,,,,,,office,B,3063914.15,1910342.22
H-003611,P-003611,1994.0,brick,127.0,3.0,False,69583.36,,,,
H-003612,P-003612,2000.0,brick,126.0,1.0,True,148669.79,,,,
H-003614,P-003614,1987.0,brick,40.0,2.0,True,37385.41,,,,
H-003615,P-003615,2009.0,wood,146.0,2.0,True,94302.33,,,,
H-003617,P-003617,1980.0,concrete,125.0,1.0,False,104318.3,,,,
H-003619,P-003619,1982.0,concrete,127.0,2.0,False,105837.41,,,,
H-003621,P-003621,2018.0,brick,80.0,2.0,False,98210.22,,,,
H-003623,P-003623,2003.0,concrete,73.0,1.0,False,72909.53,,,,
H-003625,P-003625,1978.0,brick,132.0,2.0,False,131788.97,,,,
H-003630,P-003630,1976.0,brick,122.0,1.0,True,88692.19,,,,
H-003634,P-003634,2001.0,brick,76.0,3.0,False,82944.26,,,,
C-003635,P-003635,,,,,,,factory,B,2346990.31,1685076.44
H-003637,P-003637,1980.0,brick,128.0,1.0,True,108211.44,,,,
H-003638,P-003638,2018.0,brick,196.0,1.0,False,149046.0,,,,
H-003642,P-003642,1971.0,brick,132.0,1.0,True,110018.49,,,,
C-003643,P-003643,,,,,,,warehouse,A,2372676.36,2305015.48
C-003647,P-003647,,,,,,,retail,None,1041495.91,344944.16
C-003649,P-003649,,,,,,,warehouse,B,1909322.02,1128576.75
C-003650,P-003650,,,,,,,retail,B,3218648.22,1790543.22
H-003655,P-003655,2017.0,brick,127.0,2.0,True,140117.61,,,,
H-003656,P-003656,1972.0,brick,121.0,2.0,True,96570.81,,,,
C-003662,P-003662,,,,,,,factory,A,3100661.29,1491980.1
H-003667,P-003667,2017.0,concrete,168.0,2.0,False,148240.42,,,,
H-003669,P-003669,1966.0,brick,121.0,1.0,True,89490.57,,,,
H-003675,P-003675,1975.0,concrete,69.0,1.0,True,52858.85,,,,
H-003676,P-003676,2010.0,brick,74.0,1.0,False,69444.91,,,,
C-003683,P-003683,,,,,,,warehouse,A,3993409.64,1037209.91
H-003684,P-003684,2004.0,brick,80.0,2.0,True,71698.97,,,,
H-003686,P-003686,2012.0,brick,40.0,2.0,False,37003.83,,,,
C-003690,P-003690,,,,,,,office,C,4764633.71,1260602.09
H-003693,P-003693,1994.0,brick,148.0,1.0,True,82510.2,,,,
H-003694,P-003694,1990.0,brick,183.0,1.0,False,171641.74,,,,
H-003695,P-003695,1998.0,wood,102.0,2.0,False,91486.7,,,,
H-003696,P-003696,1968.0,brick,79.0,1.0,True,58947.69,,,,
H-003700,P-003700,1998.0,brick,59.0,1.0,True,53204.48,,,,
H-003701,P-003701,1997.0,brick,104.0,1.0,True,67361.31,,,,
H-003702,P-003702,1999.0,brick,120.0,2.0,True,110495.71,,,,
H-003703,P-003703,1975.0,brick,45.0,3.0,False,38153.92,,,,
H-003706,P-003706,1983.0,brick,128.0,1.0,True,98238.57,,,,
C-003707,P-003707,,,,,,,warehouse,B,3645668.89,847182.49
H-003710,P-003710,2009.0,concrete,103.0,2.0,True,100073.21,,,,
H-003711,P-003711,2023.0,brick,98.0,2.0,False,83505.56,,,,
H-003712,P-003712,1969.0,concrete,136.0,1.0,True,119581.54,,,,
H-003716,P-003716,1989.0,concrete,91.0,2.0,False,67954.78,,,,
H-003722,P-003722,1967.0,brick,155.0,2.0,True,100412.51,,,,
H-003724,P-003724,1998.0,concrete,40.0,3.0,True,33684.12,,,,
H-003725,P-003725,1965.0,brick,87.0,2.0,False,82428.35,,,,
H-003732,P-003732,2016.0,concrete,119.0,3.0,False,91050.42,,,,
H-003733,P-003733,1975.0,concrete,154.0,1.0,False,166401.59,,,,
H-003734,P-003734,2016.0,concrete,92.0,1.0,True,85927.39,,,,
H-003735,P-003735,2021.0,brick,40.0,1.0,False,40089.72,,,,
H-003739,P-003739,2022.0,concrete,58.0,1.0,False,44232.57,,,,
H-003745,P-003745,1969.0,concrete,55.0,1.0,True,46999.39,,,,
H-003747,P-003747,1998.0,wood,102.0,1.0,True,74971.3,,,,
H-003748,P-003748,1996.0,concrete,40.0,1.0,False,31713.91,,,,
H-003752,P-003752,1999.0,brick,109.0,1.0,True,123826.27,,,,
H-003753,P-003753,1986.0,concrete,124.0,1.0,False,79157.94,,,,
H-003756,P-003756,1973.0,brick,157.0,1.0,True,167115.51,,,,
H-003758,P-003758,1992.0,brick,77.0,1.0,False,78028.18,,,,
C-003760,P-003760,,,,,,,factory,C,1330256.74,2007778.69
C-003761,P-003761,,,,,,,office,None,1552686.24,1807969.87
H-003762,P-003762,1984.0,concrete,125.0,1.0,True,69569.97,,,,
H-003764,P-003764,1970.0,brick,156.0,1.0,False,118402.59,,,,
H-003765,P-003765,1976.0,brick,90.0,2.0,True,54048.21,,,,
H-003766,P-003766,1986.0,brick,98.0,1.0,False,72644.29,,,,
H-003768,P-003768,2003.0,brick,80.0,2.0,False,51556.6,,,,
H-003772,P-003772,2004.0,brick,145.0,1.0,True,120712.7,,,,
H-003773,P-003773,2013.0,brick,112.0,1.0,False,106763.15,,,,
H-003776,P-003776,1992.0,brick,63.0,1.0,False,45146.68,,,,
H-003781,P-003781,2009.0,brick,184.0,2.0,True,177095.97,,,,
H-003783,P-003783,1974.0,concrete,85.0,2.0,True,71051.06,,,,
H-003784,P-003784,1985.0,brick,169.0,2.0,False,174044.65,,,,
C-003786,P-003786,,,,,,,warehouse,A,4560414.8,713153.12
H-003794,P-003794,2007.0,brick,48.0,1.0,True,54069.06,,,,
H-003798,P-003798,1996.0,wood,107.0,2.0,False,90108.79,,,,
H-003799,P-003799,2017.0,brick,122.0,1.0,True,148352.41,,,,
C-003800,P-003800,,,,,,,office,C,2336337.31,1873295.89
C-003805,P-003805,,,,,,,office,B,1265098.83,1022309.23
H-003810,P-003810,1976.0,concrete,50.0,1.0,True,57944.41,,,,
H-003814,P-003814,2010.0,brick,109.0,2.0,True,96721.58,,,,
H-003815,P-003815,1994.0,concrete,118.0,2.0,True,98757.0,,,,
H-003816,P-003816,1980.0,brick,67.0,1.0,False,65844.23,,,,
H-003820,P-003820,2004.0,concrete,45.0,1.0,False,39746.33,,,,
H-003821,P-003821,2004.0,brick,45.0,3.0,True,40995.74,,,,
H-003824,P-003824,1987.0,concrete,74.0,2.0,False,50436.71,,,,
C-003835,P-003835,,,,,,,warehouse,None,2854089.07,1655597.86
C-003836,P-003836,,,,,,,office,B,3680837.1,253200.37
H-003842,P-003842,1972.0,concrete,98.0,1.0,False,91552.73,,,,
H-003843,P-003843,1997.0,brick,90.0,2.0,False,87890.32,,,,
C-003845,P-003845,,,,,,,office,B,2167123.73,2207718.73
H-003849,P-003849,2000.0,concrete,151.0,1.0,False,120285.74,,,,
C-003850,P-003850,,,,,,,retail,A,1726889.94,413373.44
H-003851,P-003851,2017.0,concrete,99.0,3.0,False,83782.13,,,,
H-003853,P-003853,2006.0,concrete,120.0,1.0,False,104174.06,,,,
H-003854,P-003854,1965.0,concrete,163.0,2.0,True,130056.88,,,,
H-003855,P-003855,1972.0,wood,74.0,1.0,True,81626.72,,,,
C-003856,P-003856,,,,,,,office,B,1034366.14,161552.41
C-003858,P-003858,,,,,,,office,B,4864240.5,474962.1
H-003869,P-003869,2008.0,concrete,79.0,1.0,False,81386.17,,,,
H-003873,P-003873,2000.0,concrete,161.0,2.0,True,199059.74,,,,
H-003875,P-003875,1977.0,concrete,154.0,2.0,False,94997.93,,,,
H-003884,P-003884,2018.0,concrete,85.0,3.0,False,73394.86,,,,
C-003887,P-003887,,,,,,,warehouse,C,4524289.65,496516.96
H-003888,P-003888,1975.0,wood,99.0,2.0,True,72735.95,,,,
H-003890,P-003890,2006.0,concrete,177.0,1.0,True,229622.75,,,,
H-003896,P-003896,1991.0,brick,64.0,1.0,True,67181.06,,,,
H-003898,P-003898,2009.0,brick,151.0,1.0,True,116730.43,,,,
H-003901,P-003901,1979.0,brick,40.0,3.0,True,41182.07,,,,
C-003902,P-003902,,,,,,,warehouse,B,384858.31,619117.03
C-003905,P-003905,,,,,,,warehouse,C,1550333.78,704805.16
H-003912,P-003912,2007.0,concrete,109.0,1.0,True,84762.36,,,,
H-003916,P-003916,2016.0,brick,165.0,2.0,True,124057.35,,,,
H-003918,P-003918,2007.0,brick,165.0,2.0,False,138174.48,,,,
H-003921,P-003921,2011.0,concrete,76.0,2.0,True,65954.51,,,,
H-003923,P-003923,1986.0,concrete,88.0,1.0,False,78773.13,,,,
H-003925,P-003925,2010.0,brick,78.0,2.0,True,75398.84,,,,
H-003926,P-003926,2012.0,brick,96.0,2.0,False,79116.6,,,,
C-003931,P-003931,,,,,,,warehouse,A,1295138.51,697101.88
C-003932,P-003932,,,,,,,office,B,2676813.13,1001159.67
C-003933,P-003933,,,,,,,office,None,1480560.2,751741.81
H-003936,P-003936,2014.0,brick,88.0,1.0,False,79250.12,,,,
H-003938,P-003938,2003.0,concrete,116.0,1.0,False,85996.36,,,,
H-003940,P-003940,1999.0,brick,48.0,3.0,True,33770.01,,,,
H-003943,P-003943,2019.0,concrete,92.0,2.0,True,70696.06,,,,
H-003944,P-003944,1967.0,brick,132.0,1.0,True,166113.85,,,,
H-003945,P-003945,1994.0,concrete,67.0,1.0,False,43866.88,,,,
H-003949,P-003949,1973.0,brick,165.0,3.0,True,123234.39,,,,
C-003951,P-003951,,,,,,,office,None,4838192.71,960665.25
C-003952,P-003952,,,,,,,retail,B,817357.34,899569.61
H-003954,P-003954,1999.0,concrete,97.0,2.0,True,117552.98,,,,
C-003956,P-003956,,,,,,,office,C,1210939.01,1925846.24
C-003957,P-003957,,,,,,,office,C,2908637.95,2170371.77
H-003958,P-003958,2005.0,concrete,177.0,3.0,True,163529.69,,,,
H-003960,P-003960,1999.0,concrete,116.0,1.0,False,110748.37,,,,
C-003962,P-003962,,,,,,,retail,C,965246.53,1087953.12
H-003965,P-003965,2023.0,brick,83.0,1.0,True,102254.6,,,,
H-003970,P-003970,1976.0,brick,184.0,2.0,True,164729.39,,,,
C-003974,P-003974,,,,,,,warehouse,B,3913949.05,2245818.96
C-003979,P-003979,,,,,,,office,C,2847005.57,1086594.95
H-003990,P-003990,1968.0,wood,59.0,1.0,False,61192.5,,,,
C-003991,P-003991,,,,,,,warehouse,C,1525126.95,1566776.81
C-003994,P-003994,,,,,,,office,A,4792417.53,154554.04
H-003998,P-003998,2010.0,brick,115.0,1.0,False,93207.58,,,,
C-003999,P-003999,,,,,,,office,B,2605755.74,2155940.13
H-004001,P-004001,2007.0,brick,67.0,1.0,False,60701.44,,,,
C-004002,P-004002,,,,,,,office,None,2397013.28,1284385.87
H-004003,P-004003,1982.0,brick,63.0,1.0,True,51564.81,,,,
C-004004,P-004004,,,,,,,warehouse,B,4209599.35,2283217.14
H-004009,P-004009,2000.0,brick,133.0,2.0,True,132095.62,,,,
C-004013,P-004013,,,,,,,retail,B,3250352.34,1083139.16
H-004019,P-004019,2010.0,concrete,94.0,2.0,True,61107.57,,,,
H-004020,P-004020,1972.0,brick,93.0,1.0,True,66769.79,,,,
H-004022,P-004022,2007.0,brick,139.0,2.0,True,140695.68,,,,
H-004028,P-004028,1968.0,wood,135.0,1.0,False,113060.0,,,,
H-004029,P-004029,2013.0,brick,145.0,3.0,True,139668.21,,,,
H-004030,P-004030,2008.0,brick,163.0,2.0,True,138769.86,,,,
C-004032,P-004032,,,,,,,office,None,4649973.98,2366033.52
H-004039,P-004039,1988.0,concrete,113.0,2.0,True,65121.01,,,,
H-004040,P-004040,1985.0,brick,114.0,1.0,True,115877.02,,,,
H-004041,P-004041,1997.0,brick,40.0,3.0,False,43567.07,,,,
H-004043,P-004043,1988.0,brick,47.0,1.0,True,43177.62,,,,
H-004047,P-004047,1978.0,concrete,125.0,2.0,False,142271.91,,,,
C-004049,P-004049,,,,,,,factory,A,2962844.56,1273185.38
C-004052,P-004052,,,,,,,office,A,4613233.48,1526479.02
H-004058,P-004058,1978.0,brick,114.0,1.0,False,125308.49,,,,
C-004060,P-004060,,,,,,,warehouse,B,4292805.05,339963.43
H-004061,P-004061,2007.0,concrete,160.0,1.0,True,153320.41,,,,
H-004062,P-004062,1993.0,brick,158.0,1.0,True,177751.68,,,,
C-004066,P-004066,,,,,,,office,A,1188829.06,743584.06
H-004068,P-004068,1967.0,concrete,40.0,1.0,True,32829.27,,,,
H-004073,P-004073,1979.0,concrete,148.0,1.0,True,141395.3,,,,
H-004074,P-004074,2007.0,concrete,94.0,1.0,True,81178.2,,,,
H-004076,P-004076,2017.0,wood,78.0,1.0,True,57414.61,,,,
C-004077,P-004077,,,,,,,warehouse,C,2893167.16,439697.64
C-004079,P-004079,,,,,,,office,None,3462287.25,1225710.23
C-004080,P-004080,,,,,,,warehouse,A,336240.59,575336.32
C-004081,P-004081,,,,,,,factory,None,1430498.83,1295427.76
H-004085,P-004085,1976.0,concrete,90.0,2.0,True,83827.55,,,,
H-004087,P-004087,1979.0,brick,151.0,3.0,True,173414.75,,,,
H-004092,P-004092,2016.0,brick,71.0,1.0,False,56256.1,,,,
H-004099,P-004099,2016.0,brick,126.0,1.0,False,149611.29,,,,
H-004102,P-004102,2004.0,brick,144.0,1.0,False,134944.87,,,,
H-004104,P-004104,1973.0,brick,64.0,1.0,True,52499.45,,,,
H-004107,P-004107,1983.0,brick,247.0,2.0,False,267375.45,,,,
H-004108,P-004108,2023.0,concrete,145.0,1.0,True,184253.47,,,,
H-004109,P-004109,1996.0,brick,130.0,1.0,True,98890.19,,,,
H-004110,P-004110,2001.0,concrete,113.0,1.0,True,82201.68,,,,
H-004113,P-004113,2020.0,brick,189.0,1.0,True,161555.43,,,,
C-004115,P-004115,,,,,,,office,B,1690177.81,2182426.2
H-004116,P-004116,1992.0,brick,148.0,3.0,False,111917.08,,,,
C-004119,P-004119,,,,,,,retail,A,253778.0,1002601.67
H-004121,P-004121,1978.0,brick,139.0,1.0,True,128112.55,,,,
H-004123,P-004123,2012.0,concrete,157.0,1.0,False,158443.28,,,,
H-004124,P-004124,1986.0,concrete,108.0,2.0,False,81467.31,,,,
H-004136,P-004136,2006.0,brick,183.0,1.0,True,130735.53,,,,
C-004137,P-004137,,,,,,,warehouse,None,703790.82,776530.99
C-004140,P-004140,,,,,,,retail,C,881845.79,2013224.62
C-004143,P-004143,,,,,,,warehouse,A,3292421.33,1262449.63
C-004147,P-004147,,,,,,,office,A,4403440.27,581963.09
C-004148,P-004148,,,,,,,retail,A,218770.29,662504.14
H-004150,P-004150,2019.0,brick,95.0,1.0,False,88314.05,,,,
H-004152,P-004152,2002.0,concrete,115.0,1.0,True,123771.49,,,,
H-004153,P-004153,2019.0,wood,133.0,3.0,False,156064.38,,,,
C-004157,P-004157,,,,,,,retail,B,3498262.75,1356391.33
H-004161,P-004161,1991.0,brick,90.0,2.0,False,69149.56,,,,
C-004162,P-004162,,,,,,,retail,B,1248901.03,857864.36
C-004163,P-004163,,,,,,,warehouse,A,2238040.5,652111.58
H-004164,P-004164,1976.0,brick,86.0,1.0,False,95915.04,,,,
H-004169,P-004169,1976.0,brick,62.0,1.0,False,73962.5,,,,
H-004170,P-004170,1966.0,concrete,139.0,1.0,False,101469.59,,,,
H-004174,P-004174,1999.0,brick,65.0,3.0,False,83228.96,,,,
H-004176,P-004176,1977.0,brick,79.0,1.0,False,90135.57,,,,
C-004177,P-004177,,,,,,,factory,A,1548396.43,829705.76
H-004184,P-004184,1967.0,brick,156.0,2.0,True,150452.54,,,,
C-004186,P-004186,,,,,,,office,B,4706841.62,1096584.35
C-004188,P-004188,,,,,,,retail,B,3403423.92,1715354.6
H-004191,P-004191,2007.0,brick,100.0,1.0,True,111696.06,,,,
H-004193,P-004193,1996.0,brick,189.0,1.0,True,173326.5,,,,
H-004195,P-004195,2018.0,brick,124.0,3.0,False,114091.45,,,,
H-004198,P-004198,2003.0,brick,117.0,1.0,False,99676.07,,,,
C-004204,P-004204,,,,,,,warehouse,A,3185239.31,1673346.73
C-004206,P-004206,,,,,,,office,B,572241.74,958349.52
H-004208,P-004208,1978.0,concrete,79.0,1.0,True,74109.91,,,,
H-004214,P-004214,1996.0,brick,143.0,2.0,True,138034.94,,,,
H-004215,P-004215,2014.0,concrete,148.0,1.0,False,85224.75,,,,
H-004216,P-004216,1998.0,brick,114.0,2.0,False,113852.27,,,,
H-004217,P-004217,1984.0,brick,110.0,3.0,True,108689.17,,,,
H-004219,P-004219,1977.0,brick,40.0,2.0,False,35064.91,,,,
C-004221,P-004221,,,,,,,office,A,1148199.99,2328653.66
H-004222,P-004222,1996.0,concrete,40.0,1.0,False,33599.22,,,,
C-004224,P-004224,,,,,,,warehouse,B,593677.75,325372.52
H-004226,P-004226,1969.0,concrete,121.0,1.0,False,125964.68,,,,
H-004227,P-004227,2017.0,wood,108.0,1.0,True,77333.1,,,,
H-004228,P-004228,2022.0,brick,43.0,2.0,True,41710.46,,,,
H-004234,P-004234,1974.0,brick,156.0,2.0,False,153445.08,,,,
H-004236,P-004236,2020.0,brick,114.0,1.0,True,98035.95,,,,
H-004237,P-004237,2014.0,concrete,114.0,1.0,True,84208.7,,,,
H-004239,P-004239,1966.0,brick,147.0,1.0,True,120083.55,,,,
H-004240,P-004240,2002.0,brick,109.0,2.0,True,100051.68,,,,
H-004242,P-004242,2020.0,brick,165.0,1.0,False,119789.76,,,,
C-004246,P-004246,,,,,,,retail,None,3126458.52,335943.17
H-004248,P-004248,2002.0,concrete,134.0,2.0,True,124135.02,,,,
C-004252,P-004252,,,,,,,warehouse,C,1049026.83,2400596.01
H-004253,P-004253,2002.0,concrete,169.0,1.0,True,139734.16,,,,
H-004254,P-004254,1971.0,brick,128.0,1.0,True,121608.39,,,,
H-004255,P-004255,2004.0,brick,103.0,1.0,True,95340.16,,,,
H-004259,P-004259,1973.0,brick,115.0,2.0,True,119961.29,,,,
H-004260,P-004260,2001.0,brick,102.0,1.0,True,72701.98,,,,
H-004261,P-004261,1994.0,brick,135.0,3.0,True,130233.65,,,,
H-004262,P-004262,1975.0,concrete,145.0,2.0,True,98191.72,,,,
H-004266,P-004266,1971.0,concrete,90.0,2.0,False,107057.52,,,,
H-004267,P-004267,1984.0,concrete,120.0,2.0,True,73506.77,,,,
C-004270,P-004270,,,,,,,warehouse,C,2377340.22,1852074.52
H-004274,P-004274,2018.0,brick,71.0,2.0,False,69482.22,,,,
H-004280,P-004280,2015.0,concrete,90.0,2.0,False,89358.22,,,,
H-004283,P-004283,2020.0,brick,121.0,1.0,False,81501.03,,,,
H-004286,P-004286,2003.0,concrete,145.0,1.0,True,147477.29,,,,
C-004288,P-004288,,,,,,,factory,None,2328115.74,1641485.87
H-004292,P-004292,2004.0,brick,126.0,2.0,True,90523.56,,,,
H-004294,P-004294,2020.0,brick,70.0,2.0,True,52792.24,,,,
H-004295,P-004295,1981.0,brick,131.0,2.0,False,110808.05,,,,
C-004296,P-004296,,,,,,,warehouse,A,4748931.84,1819520.71
H-004297,P-004297,2013.0,concrete,137.0,2.0,True,112520.68,,,,
H-004305,P-004305,1973.0,brick,43.0,3.0,True,42972.4,,,,
H-004309,P-004309,1999.0,brick,165.0,1.0,False,148176.79,,,,
H-004310,P-004310,1994.0,wood,124.0,2.0,True,121455.95,,,,
H-004315,P-004315,2002.0,brick,118.0,2.0,False,77734.94,,,,
H-004317,P-004317,1991.0,brick,75.0,1.0,True,55696.29,,,,
C-004320,P-004320,,,,,,,warehouse,B,2888059.14,1153784.64
H-004321,P-004321,2002.0,brick,74.0,3.0,False,64864.41,,,,
H-004325,P-004325,1993.0,brick,40.0,1.0,False,32496.59,,,,
C-004328,P-004328,,,,,,,factory,B,322379.63,1876595.34
H-004334,P-004334,1987.0,brick,100.0,1.0,False,91359.32,,,,
H-004336,P-004336,1993.0,brick,84.0,1.0,False,78835.84,,,,
H-004337,P-004337,2009.0,brick,77.0,1.0,True,53959.22,,,,
H-004338,P-004338,2011.0,concrete,167.0,2.0,True,127173.78,,,,
H-004342,P-004342,1985.0,concrete,49.0,2.0,True,42799.16,,,,
H-004344,P-004344,1965.0,brick,103.0,2.0,True,111091.31,,,,
H-004349,P-004349,1976.0,concrete,117.0,1.0,False,76231.39,,,,
H-004350,P-004350,2002.0,concrete,135.0,2.0,False,132546.08,,,,
H-004354,P-004354,2004.0,concrete,116.0,2.0,False,126049.69,,,,
C-004357,P-004357,,,,,,,office,A,3294726.97,712663.44
H-004360,P-004360,1987.0,concrete,212.0,2.0,False,228643.0,,,,
H-004363,P-004363,1989.0,brick,105.0,2.0,False,90498.11,,,,
H-004366,P-004366,1991.0,brick,106.0,1.0,False,96989.28,,,,
