coverage_id,policy_id,coverage_type,limit,deductible,premium_component
CV-0011575,P-002131,loss_of_use,5000.0,250,17.72
CV-0011576,P-002132,liability_bi,50000.0,200,25.7
CV-0011577,P-002132,liability_pd,25000.0,400,59.93
CV-0011578,P-002132,collision,15000.0,200,60.78
CV-0011579,P-002132,comprehensive,15000.0,200,66.77
CV-0011580,P-002132,uninsured_motorist,25000.0,0,60.85
CV-0011581,P-002132,medical_payments,5000.0,400,25.72
CV-0011582,P-002133,dwelling,91201.12,1000,105.38
CV-0011583,P-002133,other_structures,9120.11,1000,45.05
CV-0011584,P-002133,personal_property,18240.22,500,100.07
CV-0011585,P-002133,loss_of_use,9120.11,1000,78.48
CV-0011586,P-002133,personal_liability,100000.0,500,102.38
CV-0011587,P-002133,medical_payments,5000.0,500,72.39
CV-0011588,P-002134,liability_bi,50000.0,800,74.95
CV-0011589,P-002134,liability_pd,25000.0,200,55.52
CV-0011590,P-002134,collision,15000.0,800,86.15
CV-0011591,P-002134,comprehensive,15000.0,200,85.86
CV-0011592,P-002134,uninsured_motorist,25000.0,400,57.1
CV-0011593,P-002134,medical_payments,5000.0,400,36.38
CV-0011594,P-002135,dwelling,63877.03,1000,73.68
CV-0011595,P-002135,other_structures,6387.7,1500,51.69
CV-0011596,P-002135,personal_property,12775.41,500,74.11
CV-0011597,P-002135,loss_of_use,6387.7,500,85.4
CV-0011598,P-002135,personal_liability,100000.0,500,66.0
CV-0011599,P-002135,medical_payments,5000.0,1000,78.67
CV-0011600,P-002136,personal_property,25000.0,100,25.61
CV-0011601,P-002136,liability,50000.0,100,26.12
CV-0011602,P-002136,loss_of_use,5000.0,250,29.93
CV-0011603,P-002137,dwelling,125744.6,250,124.14
CV-0011604,P-002137,other_structures,12574.46,250,53.28
CV-0011605,P-002137,personal_property,25148.92,500,76.5
CV-0011606,P-002137,loss_of_use,12574.46,1500,130.91
CV-0011607,P-002137,personal_liability,100000.0,500,119.3
CV-0011608,P-002137,medical_payments,5000.0,1500,107.8
CV-0011609,P-002138,dwelling,79697.25,500,78.04
CV-0011610,P-002138,other_structures,7969.73,500,51.34
CV-0011611,P-002138,personal_property,15939.45,500,34.28
CV-0011612,P-002138,loss_of_use,7969.73,1000,83.29
CV-0011613,P-002138,personal_liability,100000.0,500,61.91
CV-0011614,P-002138,medical_payments,5000.0,1000,76.74
CV-0011615,P-002139,dwelling,78236.32,500,104.4
CV-0011616,P-002139,other_structures,7823.63,500,97.07
CV-0011617,P-002139,personal_property,15647.26,1500,61.39
CV-0011618,P-002139,loss_of_use,7823.63,500,51.4
CV-0011619,P-002139,personal_liability,100000.0,250,87.17
CV-0011620,P-002139,medical_payments,5000.0,500,72.29
CV-0011621,P-002140,dwelling,110637.7,250,53.17
CV-0011622,P-002140,other_structures,11063.77,1000,113.64
CV-0011623,P-002140,personal_property,22127.54,500,55.62
CV-0011624,P-002140,loss_of_use,11063.77,500,62.51
CV-0011625,P-002140,personal_liability,100000.0,1000,41.2
CV-0011626,P-002140,medical_payments,5000.0,500,97.12
CV-0011627,P-002141,liability_bi,50000.0,400,59.47
CV-0011628,P-002141,liability_pd,25000.0,400,40.57
CV-0011629,P-002141,collision,15000.0,800,30.57
CV-0011630,P-002141,comprehensive,15000.0,200,52.18
CV-0011631,P-002141,uninsured_motorist,25000.0,200,20.66
CV-0011632,P-002141,medical_payments,5000.0,400,65.14
CV-0011633,P-002142,personal_property,25000.0,100,37.95
CV-0011634,P-002142,liability,50000.0,250,43.17
CV-0011635,P-002142,loss_of_use,5000.0,250,39.17
CV-0011636,P-002143,building,2738442.1,2500,404.63
CV-0011637,P-002143,contents,2049770.57,5000,827.62
CV-0011638,P-002143,business_interruption,1095376.84,1000,321.75
CV-0011639,P-002143,equipment_breakdown,547688.42,5000,340.42
CV-0011640,P-002143,liability,250000.0,5000,700.02
CV-0011641,P-002144,liability_bi,50000.0,800,49.26
CV-0011642,P-002144,liability_pd,25000.0,200,80.13
CV-0011643,P-002144,collision,15000.0,200,30.34
CV-0011644,P-002144,comprehensive,15000.0,200,29.95
CV-0011645,P-002144,uninsured_motorist,25000.0,400,46.3
CV-0011646,P-002144,medical_payments,5000.0,400,30.16
CV-0011647,P-002145,dwelling,142747.28,250,60.31
CV-0011648,P-002145,other_structures,14274.73,1000,150.2
CV-0011649,P-002145,personal_property,28549.46,250,90.59
CV-0011650,P-002145,loss_of_use,14274.73,1000,105.22
CV-0011651,P-002145,personal_liability,100000.0,1000,72.73
CV-0011652,P-002145,medical_payments,5000.0,500,67.53
CV-0011653,P-002146,liability_bi,50000.0,400,45.58
CV-0011654,P-002146,liability_pd,25000.0,200,40.27
CV-0011655,P-002146,collision,15000.0,400,64.62
CV-0011656,P-002146,comprehensive,15000.0,400,94.34
CV-0011657,P-002146,uninsured_motorist,25000.0,0,85.9
CV-0011658,P-002146,medical_payments,5000.0,800,40.64
CV-0011659,P-002147,dwelling,62126.83,500,30.8
CV-0011660,P-002147,other_structures,6212.68,500,56.31
CV-0011661,P-002147,personal_property,12425.37,1500,97.71
CV-0011662,P-002147,loss_of_use,6212.68,500,91.35
CV-0011663,P-002147,personal_liability,100000.0,500,73.52
CV-0011664,P-002147,medical_payments,5000.0,1000,42.66
CV-0011665,P-002148,dwelling,118795.5,250,95.15
CV-0011666,P-002148,other_structures,11879.55,1000,43.71
CV-0011667,P-002148,personal_property,23759.1,500,41.79
CV-0011668,P-002148,loss_of_use,11879.55,1000,70.28
CV-0011669,P-002148,personal_liability,100000.0,500,65.6
CV-0011670,P-002148,medical_payments,5000.0,500,38.56
CV-0011671,P-002149,liability_bi,50000.0,800,111.21
CV-0011672,P-002149,liability_pd,25000.0,400,33.31
CV-0011673,P-002149,collision,15000.0,200,107.77
CV-0011674,P-002149,comprehensive,15000.0,400,43.79
CV-0011675,P-002149,uninsured_motorist,25000.0,800,83.89
CV-0011676,P-002149,medical_payments,5000.0,0,66.3
CV-0011677,P-002150,liability_bi,50000.0,400,72.13
CV-0011678,P-002150,liability_pd,25000.0,200,82.63
CV-0011679,P-002150,collision,15000.0,400,103.08
CV-0011680,P-002150,comprehensive,15000.0,200,103.81
CV-0011681,P-002150,uninsured_motorist,25000.0,400,97.71
CV-0011682,P-002150,medical_payments,5000.0,200,62.79
CV-0011683,P-002151,liability_bi,50000.0,200,32.42
CV-0011684,P-002151,liability_pd,25000.0,400,88.28
CV-0011685,P-002151,collision,15000.0,200,58.53
CV-0011686,P-002151,comprehensive,15000.0,200,63.1
CV-0011687,P-002151,uninsured_motorist,25000.0,0,100.18
CV-0011688,P-002151,medical_payments,5000.0,400,89.66
CV-0011689,P-002152,personal_property,35000.0,100,53.19
CV-0011690,P-002152,liability,50000.0,250,29.11
CV-0011691,P-002152,loss_of_use,5000.0,250,59.93
CV-0011692,P-002153,dwelling,103880.68,500,86.05
CV-0011693,P-002153,other_structures,10388.07,500,122.83
CV-0011694,P-002153,personal_property,20776.14,500,90.97
CV-0011695,P-002153,loss_of_use,10388.07,500,106.69
CV-0011696,P-002153,personal_liability,100000.0,500,99.44
CV-0011697,P-002153,medical_payments,5000.0,500,112.24
CV-0011698,P-002154,liability_bi,50000.0,800,88.07
CV-0011699,P-002154,liability_pd,25000.0,200,67.36
CV-0011700,P-002154,collision,15000.0,200,56.36
CV-0011701,P-002154,comprehensive,15000.0,400,85.63
CV-0011702,P-002154,uninsured_motorist,25000.0,800,62.78
CV-0011703,P-002154,medical_payments,5000.0,400,74.39
CV-0011704,P-002155,personal_property,35000.0,250,25.69
CV-0011705,P-002155,liability,50000.0,250,41.87
CV-0011706,P-002155,loss_of_use,5000.0,250,35.21
CV-0011707,P-002156,building,2252950.2,10000,342.84
CV-0011708,P-002156,contents,314431.06,2500,409.2
CV-0011709,P-002156,business_interruption,901180.08,5000,359.69
CV-0011710,P-002156,equipment_breakdown,450590.04,2500,383.34
CV-0011711,P-002156,liability,250000.0,2500,415.82
CV-0011712,P-002157,dwelling,123623.83,1000,68.82
CV-0011713,P-002157,other_structures,12362.38,1000,47.57
CV-0011714,P-002157,personal_property,24724.77,500,87.24
CV-0011715,P-002157,loss_of_use,12362.38,250,74.87
CV-0011716,P-002157,personal_liability,100000.0,1000,131.92
CV-0011717,P-002157,medical_payments,5000.0,500,83.18
CV-0011718,P-002158,liability_bi,50000.0,0,68.24
CV-0011719,P-002158,liability_pd,25000.0,800,85.44
CV-0011720,P-002158,collision,15000.0,400,71.84
CV-0011721,P-002158,comprehensive,15000.0,400,39.76
CV-0011722,P-002158,uninsured_motorist,25000.0,200,34.52
CV-0011723,P-002158,medical_payments,5000.0,400,77.81
CV-0011724,P-002159,dwelling,116294.87,250,48.21
CV-0011725,P-002159,other_structures,11629.49,500,63.51
CV-0011726,P-002159,personal_property,23258.97,1000,58.09
CV-0011727,P-002159,loss_of_use,11629.49,1000,99.27
CV-0011728,P-002159,personal_liability,100000.0,1000,62.5
CV-0011729,P-002159,medical_payments,5000.0,1500,99.74
CV-0011730,P-002160,liability_bi,50000.0,200,48.28
CV-0011731,P-002160,liability_pd,25000.0,400,59.27
CV-0011732,P-002160,collision,15000.0,200,68.06
CV-0011733,P-002160,comprehensive,15000.0,0,101.58
CV-0011734,P-002160,uninsured_motorist,25000.0,400,65.29
CV-0011735,P-002160,medical_payments,5000.0,400,69.64
CV-0011736,P-002161,liability_bi,50000.0,200,82.82
CV-0011737,P-002161,liability_pd,25000.0,200,29.51
CV-0011738,P-002161,collision,15000.0,800,100.71
CV-0011739,P-002161,comprehensive,15000.0,0,55.42
CV-0011740,P-002161,uninsured_motorist,25000.0,400,28.88
CV-0011741,P-002161,medical_payments,5000.0,200,65.11
CV-0011742,P-002162,building,2433729.26,2500,356.77
CV-0011743,P-002162,contents,1607126.81,2500,568.22
CV-0011744,P-002162,business_interruption,973491.7,1000,361.7
CV-0011745,P-002162,equipment_breakdown,486745.85,10000,640.06
CV-0011746,P-002162,liability,250000.0,1000,266.38
CV-0011747,P-002163,liability_bi,50000.0,200,96.7
CV-0011748,P-002163,liability_pd,25000.0,400,73.19
CV-0011749,P-002163,collision,15000.0,800,59.85
CV-0011750,P-002163,comprehensive,15000.0,800,66.1
CV-0011751,P-002163,uninsured_motorist,25000.0,200,79.4
CV-0011752,P-002163,medical_payments,5000.0,400,73.63
CV-0011753,P-002164,liability_bi,50000.0,200,75.98
CV-0011754,P-002164,liability_pd,25000.0,800,86.05
CV-0011755,P-002164,collision,15000.0,200,51.25
CV-0011756,P-002164,comprehensive,15000.0,200,86.92
CV-0011757,P-002164,uninsured_motorist,25000.0,200,72.67
CV-0011758,P-002164,medical_payments,5000.0,200,50.52
CV-0011759,P-002165,liability_bi,50000.0,400,65.85
CV-0011760,P-002165,liability_pd,25000.0,200,59.77
CV-0011761,P-002165,collision,15000.0,200,66.02
CV-0011762,P-002165,comprehensive,15000.0,400,30.66
CV-0011763,P-002165,uninsured_motorist,25000.0,200,49.54
CV-0011764,P-002165,medical_payments,5000.0,400,55.81
CV-0011765,P-002166,liability_bi,50000.0,0,70.53
CV-0011766,P-002166,liability_pd,25000.0,0,40.95
CV-0011767,P-002166,collision,15000.0,200,81.9
CV-0011768,P-002166,comprehensive,15000.0,200,58.85
CV-0011769,P-002166,uninsured_motorist,25000.0,400,34.38
CV-0011770,P-002166,medical_payments,5000.0,200,29.86
CV-0011771,P-002167,liability_bi,50000.0,400,55.56
CV-0011772,P-002167,liability_pd,25000.0,400,77.53
CV-0011773,P-002167,collision,15000.0,400,56.99
CV-0011774,P-002167,comprehensive,15000.0,200,89.86
CV-0011775,P-002167,uninsured_motorist,25000.0,400,77.93
CV-0011776,P-002167,medical_payments,5000.0,400,91.75
CV-0011777,P-002168,dwelling,74662.6,250,60.54
CV-0011778,P-002168,other_structures,7466.26,500,71.48
CV-0011779,P-002168,personal_property,14932.52,250,47.63
CV-0011780,P-002168,loss_of_use,7466.26,500,40.91
CV-0011781,P-002168,personal_liability,100000.0,250,59.64
CV-0011782,P-002168,medical_payments,5000.0,500,59.33
CV-0011783,P-002169,personal_property,35000.0,100,39.71
CV-0011784,P-002169,liability,50000.0,100,44.49
CV-0011785,P-002169,loss_of_use,5000.0,250,59.58
CV-0011786,P-002170,liability_bi,50000.0,0,99.61
CV-0011787,P-002170,liability_pd,25000.0,0,43.1
CV-0011788,P-002170,collision,15000.0,800,73.6
CV-0011789,P-002170,comprehensive,15000.0,200,121.07
CV-0011790,P-002170,uninsured_motorist,25000.0,0,46.7
CV-0011791,P-002170,medical_payments,5000.0,800,61.68
CV-0011792,P-002171,personal_property,25000.0,250,33.33
CV-0011793,P-002171,liability,50000.0,250,44.35
CV-0011794,P-002171,loss_of_use,5000.0,250,39.82
CV-0011795,P-002172,dwelling,76579.06,1500,71.54
CV-0011796,P-002172,other_structures,7657.91,1000,46.44
CV-0011797,P-002172,personal_property,15315.81,1000,71.63
CV-0011798,P-002172,loss_of_use,7657.91,1000,60.29
CV-0011799,P-002172,personal_liability,100000.0,500,83.72
CV-0011800,P-002172,medical_payments,5000.0,250,64.5
CV-0011801,P-002173,building,1828774.08,5000,355.49
CV-0011802,P-002173,contents,1263421.26,2500,373.74
CV-0011803,P-002173,business_interruption,731509.63,1000,391.17
CV-0011804,P-002173,equipment_breakdown,365754.82,1000,528.54
CV-0011805,P-002173,liability,250000.0,2500,409.44
CV-0011806,P-002174,dwelling,58201.12,250,74.94
CV-0011807,P-002174,other_structures,5820.11,500,53.85
CV-0011808,P-002174,personal_property,11640.22,1000,41.58
CV-0011809,P-002174,loss_of_use,5820.11,1000,81.48
CV-0011810,P-002174,personal_liability,100000.0,250,32.97
CV-0011811,P-002174,medical_payments,5000.0,500,54.31
CV-0011812,P-002175,personal_property,15000.0,250,34.11
CV-0011813,P-002175,liability,50000.0,100,38.46
CV-0011814,P-002175,loss_of_use,5000.0,100,16.36
CV-0011815,P-002176,liability_bi,50000.0,800,35.67
CV-0011816,P-002176,liability_pd,25000.0,400,82.61
CV-0011817,P-002176,collision,15000.0,400,59.35
CV-0011818,P-002176,comprehensive,15000.0,200,50.82
CV-0011819,P-002176,uninsured_motorist,25000.0,400,68.35
CV-0011820,P-002176,medical_payments,5000.0,200,32.68
CV-0011821,P-002177,dwelling,86362.96,250,82.43
CV-0011822,P-002177,other_structures,8636.3,500,92.76
CV-0011823,P-002177,personal_property,17272.59,500,56.87
CV-0011824,P-002177,loss_of_use,8636.3,1500,44.89
CV-0011825,P-002177,personal_liability,100000.0,250,97.74
CV-0011826,P-002177,medical_payments,5000.0,500,87.97
CV-0011827,P-002178,liability_bi,50000.0,200,71.71
CV-0011828,P-002178,liability_pd,25000.0,400,96.05
CV-0011829,P-002178,collision,15000.0,400,62.18
CV-0011830,P-002178,comprehensive,15000.0,400,38.62
CV-0011831,P-002178,uninsured_motorist,25000.0,400,102.02
CV-0011832,P-002178,medical_payments,5000.0,400,108.88
CV-0011833,P-002179,liability_bi,50000.0,200,36.85
CV-0011834,P-002179,liability_pd,25000.0,200,31.3
CV-0011835,P-002179,collision,15000.0,200,40.91
CV-0011836,P-002179,comprehensive,15000.0,200,66.08
CV-0011837,P-002179,uninsured_motorist,25000.0,800,77.26
CV-0011838,P-002179,medical_payments,5000.0,800,77.57
CV-0011839,P-002180,dwelling,63797.46,500,71.48
CV-0011840,P-002180,other_structures,6379.75,500,46.39
CV-0011841,P-002180,personal_property,12759.49,1500,56.19
CV-0011842,P-002180,loss_of_use,6379.75,500,46.21
CV-0011843,P-002180,personal_liability,100000.0,500,34.32
CV-0011844,P-002180,medical_payments,5000.0,500,32.76
CV-0011845,P-002181,dwelling,41634.22,500,25.87
CV-0011846,P-002181,other_structures,4163.42,1500,55.6
CV-0011847,P-002181,personal_property,8326.84,1000,61.06
CV-0011848,P-002181,loss_of_use,4163.42,1000,26.86
CV-0011849,P-002181,personal_liability,100000.0,1000,61.43
CV-0011850,P-002181,medical_payments,5000.0,250,35.66
CV-0011851,P-002182,dwelling,80090.44,500,41.67
CV-0011852,P-002182,other_structures,8009.04,500,93.59
CV-0011853,P-002182,personal_property,16018.09,500,64.44
CV-0011854,P-002182,loss_of_use,8009.04,500,90.52
CV-0011855,P-002182,personal_liability,100000.0,500,61.87
CV-0011856,P-002182,medical_payments,5000.0,500,88.55
CV-0011857,P-002183,personal_property,15000.0,250,32.46
CV-0011858,P-002183,liability,50000.0,250,27.21
CV-0011859,P-002183,loss_of_use,5000.0,100,17.09
CV-0011860,P-002184,dwelling,140590.87,1000,46.15
CV-0011861,P-002184,other_structures,14059.09,500,103.3
CV-0011862,P-002184,personal_property,28118.17,500,117.51
CV-0011863,P-002184,loss_of_use,14059.09,500,136.62
CV-0011864,P-002184,personal_liability,100000.0,1000,63.66
CV-0011865,P-002184,medical_payments,5000.0,500,94.36
CV-0011866,P-002185,dwelling,107203.52,500,91.36
CV-0011867,P-002185,other_structures,10720.35,500,106.7
CV-0011868,P-002185,personal_property,21440.7,500,100.78
CV-0011869,P-002185,loss_of_use,10720.35,1000,49.27
CV-0011870,P-002185,personal_liability,100000.0,1000,102.1
CV-0011871,P-002185,medical_payments,5000.0,1500,34.99
CV-0011872,P-002186,dwelling,100331.89,500,90.68
CV-0011873,P-002186,other_structures,10033.19,500,107.02
CV-0011874,P-002186,personal_property,20066.38,250,57.23
CV-0011875,P-002186,loss_of_use,10033.19,500,92.01
CV-0011876,P-002186,personal_liability,100000.0,500,84.17
CV-0011877,P-002186,medical_payments,5000.0,250,89.81
CV-0011878,P-002187,personal_property,15000.0,100,38.1
CV-0011879,P-002187,liability,50000.0,100,19.01
CV-0011880,P-002187,loss_of_use,5000.0,250,32.48
CV-0011881,P-002188,liability_bi,50000.0,400,102.39
CV-0011882,P-002188,liability_pd,25000.0,400,43.09
CV-0011883,P-002188,collision,15000.0,400,47.24
CV-0011884,P-002188,comprehensive,15000.0,800,123.97
CV-0011885,P-002188,uninsured_motorist,25000.0,400,72.65
CV-0011886,P-002188,medical_payments,5000.0,400,66.06
CV-0011887,P-002189,liability_bi,50000.0,200,45.58
CV-0011888,P-002189,liability_pd,25000.0,200,38.74
CV-0011889,P-002189,collision,15000.0,800,61.66
CV-0011890,P-002189,comprehensive,15000.0,400,57.52
CV-0011891,P-002189,uninsured_motorist,25000.0,400,60.53
CV-0011892,P-002189,medical_payments,5000.0,200,64.86
CV-0011893,P-002190,liability_bi,50000.0,200,72.57
CV-0011894,P-002190,liability_pd,25000.0,0,36.56
CV-0011895,P-002190,collision,15000.0,800,69.06
CV-0011896,P-002190,comprehensive,15000.0,200,27.97
CV-0011897,P-002190,uninsured_motorist,25000.0,800,91.72
CV-0011898,P-002190,medical_payments,5000.0,200,74.89
CV-0011899,P-002191,dwelling,108415.95,250,114.17
CV-0011900,P-002191,other_structures,10841.59,1000,122.71
CV-0011901,P-002191,personal_property,21683.19,250,85.19
CV-0011902,P-002191,loss_of_use,10841.59,1000,74.17
CV-0011903,P-002191,personal_liability,100000.0,500,61.71
CV-0011904,P-002191,medical_payments,5000.0,250,91.58
CV-0011905,P-002192,building,4457191.57,5000,466.03
CV-0011906,P-002192,contents,1927134.64,10000,590.09
CV-0011907,P-002192,business_interruption,1782876.63,2500,505.61
CV-0011908,P-002192,equipment_breakdown,891438.31,5000,709.9
CV-0011909,P-002192,liability,250000.0,2500,737.66
CV-0011910,P-002193,liability_bi,50000.0,200,107.16
CV-0011911,P-002193,liability_pd,25000.0,400,77.17
CV-0011912,P-002193,collision,15000.0,400,89.18
CV-0011913,P-002193,comprehensive,15000.0,200,88.46
CV-0011914,P-002193,uninsured_motorist,25000.0,0,109.55
CV-0011915,P-002193,medical_payments,5000.0,800,98.33
CV-0011916,P-002194,liability_bi,50000.0,400,85.53
CV-0011917,P-002194,liability_pd,25000.0,0,37.12
CV-0011918,P-002194,collision,15000.0,200,81.2
CV-0011919,P-002194,comprehensive,15000.0,400,80.97
CV-0011920,P-002194,uninsured_motorist,25000.0,200,45.97
CV-0011921,P-002194,medical_payments,5000.0,800,36.62
CV-0011922,P-002195,liability_bi,50000.0,200,28.16
CV-0011923,P-002195,liability_pd,25000.0,200,51.44
CV-0011924,P-002195,collision,15000.0,400,44.58
CV-0011925,P-002195,comprehensive,15000.0,400,26.65
CV-0011926,P-002195,uninsured_motorist,25000.0,800,63.61
CV-0011927,P-002195,medical_payments,5000.0,400,31.29
CV-0011928,P-002196,liability_bi,50000.0,200,50.15
CV-0011929,P-002196,liability_pd,25000.0,400,42.18
CV-0011930,P-002196,collision,15000.0,200,46.56
CV-0011931,P-002196,comprehensive,15000.0,800,81.15
CV-0011932,P-002196,uninsured_motorist,25000.0,400,58.2
CV-0011933,P-002196,medical_payments,5000.0,400,39.49
CV-0011934,P-002197,personal_property,35000.0,250,65.38
CV-0011935,P-002197,liability,50000.0,250,64.01
CV-0011936,P-002197,loss_of_use,5000.0,100,66.78
CV-0011937,P-002198,building,3344512.43,2500,500.16
CV-0011938,P-002198,contents,294225.4,5000,317.36
CV-0011939,P-002198,business_interruption,1337804.97,2500,411.33
